Song,cluster,Title,Quadrant
MT0009008051,0,The Letter,Q3
MT0009010830,1,Hey You,Q1
MT0009025287,0,Ran Away Dark,Q2
MT0009025845,0,Outside World,Q3
MT0009041370,0,24 Hour Bulls***,Q2
MT0009041848,1,Nothins Free,Q1
MT0009054976,0,Where Would I Be Without Jesus,Q4
MT0009075362,1,Thank God I Found You,Q4
MT0009112823,0,Blues Music,Q4
MT0009117202,0,Real Nillaz,Q2
MT0009123251,0,The Black Death,Q2
MT0009153900,1,Fanny (Be Tender With My Love),Q1
MT0009164591,1,I'm Still Not over You,Q3
MT0009164605,1,Grown Things,Q1
MT0009165729,0,Drunk on a Bike,Q2
MT0009169626,1,You Don't Know Me,Q3
MT0009172291,0,Beautiful Horses,Q2
MT0009174874,0,Recipe for Hate...Warhorse,Q2
MT0009188643,1,Dudes,Q1
MT0009206381,1,Love You Inside Out,Q1
MT0009208842,1,New Strings,Q1
MT0009213083,1,Bananza (Belly Dancer),Q1
MT0009217411,0,Throw Ya Gunz,Q2
MT0009220462,1,Mother's Last Farewell Kiss,Q3
MT0009233872,1,"If I Had $1,000,000",Q1
MT0009239443,0,Pulse of the Maggots,Q2
MT0009246394,1,Yellow Bird,Q4
MT0009253379,1,Midnight Lady,Q1
MT0009263768,1,Four Down and Twelve Across,Q3
MT0009278329,1,I Like Beer,Q1
MT0009300582,0,Hunter,Q3
MT0009311775,0,No Easy Way Out,Q2
MT0009312856,1,Young Man's Town,Q3
MT0009319587,1,A Way,Q2
MT0009320357,0,The Writ,Q2
MT0009321428,1,This Is a Lie,Q3
MT0009346128,0,House Gone Up in Flames,Q2
MT0009348908,0,The Politics of Starving,Q2
MT0009360971,0,Black Curtains,Q2
MT0009368615,1,Wasted Days and Wasted Nights,Q3
MT0009375581,1,Thanks for the Memories,Q4
MT0009378909,1,Eight Days On the Road,Q1
MT0009385684,1,It Looks Like Rain,Q3
MT0009390091,1,Let's Ride,Q1
MT0009400121,0,Keep It Thoro,Q2
MT0009418269,0,Burn the Lies,Q2
MT0009425259,0,Sober and Irrelevant,Q2
MT0009430339,0,Confusion,Q2
MT0009464817,0,Rope of Sand,Q3
MT0009469599,0,Casey's Last Ride,Q3
MT0009495280,1,If I Don't See You Again,Q3
MT0009495283,1,Another Day (That Time Forgot),Q3
MT0009495284,1,One More Bite of the Apple,Q3
MT0009495285,1,Forgotten,Q3
MT0009521580,0,Forgiven,Q3
MT0009577134,1,Wake the Dead,Q2
MT0009619048,1,Gone with the Sin,Q3
MT0009631750,0,Break Down,Q2
MT0009635389,0,Sycophantic,Q2
MT0009635394,0,In Sickness Intertwined,Q2
MT0009635397,0,Holy Pedophile,Q2
MT0009693151,0,The Walls Are Starting to Crack,Q3
MT0009740290,1,Alright,Q4
MT0009741521,0,Silent Night,Q4
MT0009741760,1,Silent Night,Q4
MT0009741774,1,Santa Claus Is Coming to Town,Q4
MT0009781899,1,She Never Cried in Front of Me,Q3
MT0009795009,1,Journey of the Angels,Q4
MT0009868354,1,White Christmas,Q4
MT0009872131,0,The Elephant Riders,Q2
MT0009904717,1,Please Don't Stop,Q1
MT0009908994,0,Remnants of Whithered Decay [1990 Demo],Q2
MT0009968194,0,Beer Run (B-Double E-Double Are You In?),Q1
MT0009996318,1,I'm a Fool To Want You [Take 3 - CL 1157],Q3
MT0010007878,1,The Crane Wife 3,Q3
MT0010007881,0,How Many Worlds,Q3
MT0010007882,1,In Germany Before the War,Q3
MT0010049476,1,She's A Woman,Q4
MT0010054305,1,Once,Q3
MT0010065680,1,Sugar,Q1
MT0010065686,1,Right Round,Q1
MT0010083757,1,Delta Momma Blues,Q4
MT0010085729,1,Lemon Drop,Q1
MT0010100277,1,Run for Your Life,Q2
MT0010100278,1,When I'm Sixty-Four,Q1
MT0010100279,1,Lovely Rita,Q1
MT0010100283,1,She's Leaving Home,Q3
MT0010100285,1,Getting Better,Q1
MT0010100333,1,"Ob-La-Di, Ob-La-Da",Q1
MT0010100428,1,Till There Was You,Q4
MT0010169019,1,Jump Off,Q1
MT0010203716,0,On Nature,Q4
MT0010236541,1,Breathless,Q1
MT0010257371,1,Blackie's Dead,Q3
MT0010261584,1,Yellow Submarine in Pepperland [Original Film Score],Q4
MT0010261588,1,All Together Now,Q1
MT0010278984,1,The Impossible (The Reprise),Q4
MT0010290775,1,Do You Hear What I Hear?,Q4
MT0010290785,0,The First Noel,Q4
MT0010290788,1,O' Little Town of Bethlehem,Q4
MT0010305995,1,O' Come All Ye Faithful (Adeste Fideles),Q4
MT0010310891,0,Psychopathy Red,Q2
MT0010310894,0,World Painted Blood,Q2
MT0010310896,0,Snuff,Q2
MT0010310897,0,Beauty Through Order,Q2
MT0010310898,0,Hate Worldwide,Q2
MT0010310899,0,Public Display Of Dismemberment,Q2
MT0010344415,1,For Your Entertainment,Q1
MT0010346228,1,Pick U Up,Q1
MT0010363782,0,Know These Things: Shouldn't You,Q3
MT0010368848,0,The Handiest Frenchman in the Caribbean,Q1
MT0010369823,0,Overt Enemy,Q2
MT0010375510,1,Let off Supm,Q3
MT0010379209,1,Dreams,Q4
MT0010392442,1,"What a Night, What a Moon, What a Girl",Q1
MT0010394619,0,Yankee Doodle Never Went to Town,Q1
MT0010405928,0,Ghosts of War,Q2
MT0010444469,1,"We ""A"" Rockers",Q4
MT0010468178,1,My Sweet Prince,Q3
MT0010477194,0,The Possibility of Life's Destruction,Q2
MT0010480965,0,Spirit in Black,Q2
MT0010481194,0,They Declare It,Q2
MT0010482550,1,Shake It Well,Q1
MT0010485559,0,Disintegration/Free Money,Q2
MT0010487366,0,Spiritual Law,Q2
MT0010487702,0,Phantom Lord,Q2
MT0010502078,0,I Ain't No Joke,Q2
MT0010506192,1,By the Water,Q3
MT0010510852,1,Caldonia,Q1
MT0010512527,1,"On the Atchison, Topeka and the Santa Fe",Q4
MT0010524453,0,Believe in Humanity,Q1
MT0010526041,0,Mercyful Fate,Q2
MT0010534904,0,Singalong Junk,Q4
MT0010545132,1,The Cuckoo,Q4
MT0010548963,1,Love Isn't Easy (But It Sure Is Hard Enough),Q1
MT0010551970,1,I Have a Dream,Q4
MT0010552303,1,"If You Gotta Go, Go Now",Q1
MT0010554620,0,Super-Charger Heaven,Q2
MT0010574326,1,Over You,Q1
MT0010582452,1,Country Boy,Q4
MT0010611876,1,"Signed, Sealed, Delivered I'm Yours",Q1
MT0010612023,0,Dirty Mack,Q2
MT0010615428,0,Info Kill II,Q2
MT0010616215,0,The Predator,Q2
MT0010617945,0,Jack Rabbit,Q1
MT0010620026,0,Blind,Q2
MT0010623104,0,Wicked,Q2
MT0010624346,0,Broke Willies,Q2
MT0010630017,1,This Heartache Never Sleeps,Q3
MT0010670378,1,My Kind of Girl,Q4
MT0010674530,1,Here with Me,Q3
MT0010674859,1,I Still Miss Someone,Q3
MT0010676114,0,Seven Day Weekend,Q1
MT0010687397,0,Just One Fix,Q2
MT0010695865,1,Thank You,Q3
MT0010702898,1,I'm Getting Sentimental Over You,Q4
MT0010705334,1,I Feel for You,Q1
MT0010706869,1,Do It All Night,Q1
MT0010710874,1,Cherry Pickin' Blues,Q3
MT0010715611,0,Mr. Lucky,Q2
MT0010723658,1,It's Just That Simple,Q3
MT0010723756,0,It's Only a Paper Moon,Q4
MT0010736208,0,Push 'Em Off,Q2
MT0010736281,0,Giant,Q2
MT0010739708,0,The Barber and His Wife,Q3
MT0010741386,1,Too Far Gone,Q3
MT0010751134,1,Sleepless Nights,Q3
MT0010753520,1,Changes,Q3
MT0010754290,1,I Wanna Be Your Lover,Q1
MT0010755212,1,My-My Kind of a Girl,Q1
MT0010777106,1,That Jane from Maine,Q1
MT0010815151,1,Foolin' Myself,Q3
MT0010823031,1,Skid Row,Q3
MT0010849747,0,Running Around,Q2
MT0010850805,1,Last Night Blues,Q3
MT0010857270,0,Reaganomics,Q2
MT0010862394,1,Mean to Me,Q3
MT0010883435,1,Keep Gettin' It On,Q1
MT0010894865,0,Valley of Death,Q2
MT0010897525,0,Hear Nothing See Nothing Say Nothing,Q2
MT0010902792,1,Butterfly,Q1
MT0010922381,0,Battery,Q2
MT0010956902,0,Land of Make Believe,Q1
MT0010967419,0,Feel Like Makin' Love,Q4
MT0010978213,0,Mighty Healthy,Q2
MT0010980499,1,Somebody Bigger Than You and I,Q4
MT0010983830,0,Here Comes That Feeling,Q2
MT0011069243,1,Out of This World,Q3
MT0011083648,0,Babe,Q2
MT0011095825,0,In the Shadows,Q3
MT0011145388,0,Watch Yo Back,Q2
MT0011162069,1,I Won't Forget You,Q3
MT0011204639,1,Lazy Days,Q1
MT0011252708,0,Millionaire Playas,Q2
MT0011292112,1,Jingle Bells,Q4
MT0011302120,1,Which Will,Q4
MT0011308097,0,Narcoleptic,Q3
MT0011322528,0,Cause of Death,Q2
MT0011332604,1,Hey There,Q4
MT0011342337,1,How Could You,Q3
MT0011348776,0,Ready to Rumble,Q2
MT0011353873,1,Screaming in the Night,Q2
MT0011358600,1,"Aw Shucks, Hush Your Mouth",Q4
MT0011361934,0,No Tomorrow,Q2
MT0011369407,0,Earth by Invitation Only,Q2
MT0011374266,1,Born Again,Q2
MT0011374342,0,Jah Bless,Q4
MT0011376343,0,Jah Pickney -- R.A.R.,Q4
MT0011378875,0,Burning Flag,Q2
MT0011387901,1,Maggie's Farm,Q2
MT0011391187,1,"Cold, Cold Feeling",Q3
MT0011391356,0,Rock Dat,Q2
MT0011395375,1,Lazy Days,Q4
MT0011398970,0,"Abraham, Martin and John",Q3
MT0011403548,1,The Song Remembers When,Q4
MT0011411969,0,Jimmies Dream,Q2
MT0011426003,0,Stoned Is the Way of the Walk,Q2
MT0011448773,1,Hang On to Yourself,Q1
MT0011451296,1,24 Hours a Day,Q1
MT0011487003,1,I'm Real,Q1
MT0011503204,1,Love Don't Cost a Thing,Q1
MT0011510700,1,Save Me,Q1
MT0011558921,1,Around and Around,Q1
MT0011594970,1,Don't Explain,Q3
MT0011650689,1,Someone Singing,Q4
MT0011659985,1,Let's Fall in Love,Q4
MT0011677264,0,Every Generation Got It's Own Disease,Q3
MT0011707340,1,Institutionalized,Q2
MT0011711878,1,Maria Elena,Q4
MT0011712337,0,Casualty Vampires,Q2
MT0011716005,1,Steal My Kisses,Q1
MT0011739779,1,Love Me Tonight,Q1
MT0011741035,0,Procession,Q3
MT0011767762,1,Be-Bop-A-Lula,Q1
MT0011772341,1,Potential New Boyfriend,Q1
MT0011776369,1,Little Cowboy,Q4
MT0011800641,1,Fire and Rain,Q3
MT0011808566,1,Glory Days,Q1
MT0011809659,1,Desire Me,Q4
MT0011818239,1,Goodnight My Love (Pleasant Dreams),Q4
MT0011821215,1,Sunflower,Q1
MT0011827018,0,Spies in the Wires,Q3
MT0011842354,1,As Usual,Q3
MT0011847514,1,Amateur Hour,Q1
MT0011861922,1,Good Good Lovin',Q1
MT0011862487,1,Trouble in Mind,Q4
MT0011869625,0,Abominable Snowman in the Market,Q1
MT0011870505,0,Old Apache Squaw,Q3
MT0011878109,1,What Is Life,Q1
MT0011879943,0,Who's Gonna Fight in the Third World War?,Q2
MT0011881944,1,Yield Not to Temptation,Q1
MT0011886864,1,Evil Woman,Q3
MT0011894681,1,Baby You Don't Want Me,Q3
MT0011895910,0,Rubber Biscuit,Q1
MT0011896804,1,(There's No Place Like) Home for the Holidays,Q4
MT0011908274,1,The Christmas Waltz,Q4
MT0011909571,1,When I Get Home,Q1
MT0011910522,1,But Beautiful,Q4
MT0011914836,1,I Saw Her Standing There,Q1
MT0011916674,0,Grand Ole Opry Song,Q1
MT0011920419,1,"Got My Mojo Working, Pt. 1",Q1
MT0011921060,1,Tie You Up (The Pain of Love),Q2
MT0011922905,1,St. Judy's Comet,Q4
MT0011924283,1,"Oh, Pretty Woman",Q1
MT0011924316,0,War Pigs,Q2
MT0011924930,1,All I Want for Christmas Is You,Q1
MT0011928183,1,Paralyzed,Q1
MT0011929096,1,The Unclouded Day,Q4
MT0011933875,1,Never Too Much,Q1
MT0011937155,0,Architecture of Aggression,Q2
MT0011937271,1,Lush Life,Q3
MT0011940781,0,Psychotron,Q2
MT0011943335,0,Countdown to Extinction,Q2
MT0011943549,0,It Ain't,Q2
MT0011944405,0,Captive Honour,Q2
MT0011945841,0,Foreclosure of a Dream,Q2
MT0011950450,0,Hark! The Herald Angels Sing,Q1
MT0011957429,1,Stubborn Kind of Fellow,Q1
MT0011959819,0,Sickness,Q2
MT0011961925,1,1982,Q3
MT0011963777,0,Deadly Intentions,Q2
MT0011975274,0,Crime Story,Q2
MT0011982393,1,Young at Heart,Q4
MT0011991382,0,Halo of Flies,Q2
MT0011999773,1,You Want This,Q1
MT0012000832,0,Door Peep,Q4
MT0012001409,0,Gota Let Your Nuts Hang,Q2
MT0012001684,1,Hot Stuff,Q1
MT0012004909,0,Reed Jake,Q3
MT0012004929,1,2 of a Kind,Q1
MT0012005920,1,Great Balls of Fire,Q1
MT0012009054,0,Evil Walks,Q2
MT0012011991,0,Throw Down Your Arms,Q4
MT0012013969,1,Through the Eyes of a Fool,Q3
MT0012014382,1,Freedom,Q1
MT0012016955,1,Lovely,Q1
MT0012017035,0,Silent Night,Q4
MT0012023721,1,Ghetto Booty,Q1
MT0012028572,0,My Summer Vacation,Q2
MT0012030545,0,The Nigga Ya Love to Hate,Q2
MT0012030591,1,Upside Down,Q1
MT0012030863,0,Another Nigger in the Morgue,Q2
MT0012031327,0,The Wrong Nigga to Fuck Wit,Q2
MT0012033786,0,No Vaseline,Q2
MT0012034242,1,Circle of Friends,Q4
MT0012035583,1,Neon Moon,Q3
MT0012041920,1,Cool Drink of Water,Q1
MT0012067911,1,It Serves Me Right to Suffer,Q3
MT0012100576,0,Hounddogz,Q2
MT0012116237,0,Another Victim,Q2
MT0012122028,0,Walls of Silence,Q2
MT0012159808,1,My Old Flame,Q4
MT0012168286,0,Chosen Race,Q2
MT0012317309,1,Worrying My Mind,Q3
MT0012330276,1,Whole New World (Aladdin's Theme),Q4
MT0012333553,0,Europe Endless,Q4
MT0012334245,1,Private Eyes,Q1
MT0012396528,1,Bring 'Em on In,Q1
MT0012398546,0,One Two Brown Eyes,Q1
MT0012430736,1,Call My Name,Q1
MT0012438211,0,Warhead,Q2
MT0012455611,1,Hundred Mile High City,Q1
MT0012459878,1,Blandest,Q3
MT0012505137,0,Rudolph the Red-Nosed Reindeer,Q4
MT0012509093,1,My One Desire,Q1
MT0012521149,1,Stubborn Kind of Fellow [Single Version (Mono)],Q1
MT0012619690,0,"South America, Take It Away!",Q1
MT0012634038,1,The Crawl,Q3
MT0012637285,1,American Mary,Q3
MT0012639323,1,Plastic Man,Q1
MT0012645597,1,Decapitated,Q2
MT0012649676,0,It's the Limit,Q2
MT0012658386,1,Since I Fell for You,Q3
MT0012666474,1,The Drugs Don't Work,Q3
MT0012697686,1,I Could Write a Book,Q1
MT0012698055,0,(It Must Have Been Ol') Santa Claus,Q4
MT0012738934,0,So What,Q2
MT0012740185,1,Sophia,Q4
MT0012773883,1,Like Someone in Love,Q4
MT0012777233,1,La Passion,Q1
MT0012811141,1,I Can't Stop Loving You,Q3
MT0012823048,1,"Darling, You Know I Wouldn't Lie",Q3
MT0012844418,1,I Wonder What She'll Think About Me Leaving,Q3
MT0012854734,1,The Violet and a Rose,Q3
MT0012855159,0,Desert Rain,Q2
MT0012862507,1,I Guess I've Come to Live Here in Your Eyes,Q4
MT0012863101,1,You're Only Human (Second Wind),Q1
MT0012865192,1,Boston Babies,Q2
MT0012895822,1,Shall We Dance?,Q1
MT0012900592,0,This Is Radio Clash,Q2
MT0012909507,0,Limpwristed,Q2
MT0012914763,0,Get Up While You Can,Q2
MT0012930833,0,Soldier,Q2
MT0012933678,1,The Mexican 2002,Q1
MT0012976100,1,Boggie Woogie Woman,Q1
MT0012988776,1,How Much More Can She Stand,Q3
MT0013003902,1,Dedicated to You,Q4
MT0013056573,1,Over the Rainbow,Q4
MT0013056830,1,Fly Butterfly Fly,Q4
MT0013058008,1,Flick of the Switch,Q2
MT0013064857,1,Evening of the Day,Q1
MT0013070871,1,I Went to Your Wedding,Q3
MT0013087767,0,Rocks Will Fall,Q2
MT0013101577,1,I Saw Her Standing There,Q1
MT0013104929,1,I Feel for You,Q1
MT0013115311,1,Blackbird,Q4
MT0013156036,0,Suck the Dog,Q2
MT0013161246,1,I'm Glad for Your Sake (But I'm Sorry for Mine),Q3
MT0013176970,1,Hobo's Lullaby,Q4
MT0013177702,1,Sweet Georgie Fame,Q4
MT0013184611,0,Gear Jammer,Q1
MT0013186132,1,No Money Down,Q1
MT0013193016,1,"Poems, Prayers and Promises",Q4
MT0013201347,1,Almost Grown,Q1
MT0013209458,1,How Many More Years,Q3
MT0013216725,0,Beware,Q2
MT0013219857,1,Lawdy Lawdy Blues,Q3
MT0013228223,1,Together (Wherever We Go),Q4
MT0013236693,1,You Took the Words Right Out of My Mouth (Hot Summer Night),Q1
MT0013260233,1,"Daddy, When Is Mommy Coming Home",Q3
MT0013280170,0,"Black, Brown and White",Q4
MT0013283837,1,That's What It's Like to Be Lonesome,Q3
MT0013289749,0,Liquid Pig,Q3
MT0013305827,1,I've Been Loved by the Best,Q4
MT0013328261,1,"Baby, What's on Your Mind",Q3
MT0013349760,1,Misty Morning Rain,Q3
MT0013350034,1,Steppin' Out With My Baby,Q1
MT0013411556,1,Every Beat of My Heart,Q4
MT0013416300,1,Harbor Lights,Q3
MT0013418800,0,Peer Pressure,Q2
MT0013458428,1,Least of All,Q3
MT0013464231,1,Love @ 1st Sight,Q1
MT0013524535,0,Blow It Out,Q2
MT0013583287,1,Bang Bang,Q1
MT0013590244,1,Let's Get It On,Q1
MT0013602925,0,Piece by Piece,Q2
MT0013610638,0,Praise of Death,Q2
MT0013612461,0,The Christmas Song,Q2
MT0013613711,0,Fight Till Death,Q2
MT0013616609,0,Ooh Aah,Q2
MT0013637631,1,Brazilian Rhyme,Q1
MT0013649307,1,Wherever You Are,Q3
MT0013658337,1,Lovable,Q1
MT0013676763,0,Gospel Way,Q4
MT0013678986,1,Secret (Take You Home),Q1
MT0013693326,1,Lookin' for Love,Q4
MT0013743441,0,Heaven Is Falling,Q2
MT0013746403,1,Someone's Gotta Cry,Q3
MT0013751364,0,Gangsta Gangsta,Q2
MT0013752990,0,Bring the Noise,Q2
MT0013758625,1,Sweet Little Sixteen or Johnny B. Goode,Q1
MT0013764945,1,Put It Off Until Tomorrow,Q3
MT0013795989,0,Triple Trouble,Q1
MT0013800071,1,Naughty Girl,Q1
MT0013809208,1,God Is a DJ [Hyper Remix],Q1
MT0013833732,1,Somebody Loves You,Q4
MT0013868618,1,A Place to Fall Apart,Q3
MT0013881862,0,Time's Up,Q2
MT0013900095,1,Decent Days and Nights,Q1
MT0013906090,0,Party Line,Q1
MT0013921881,0,Da Mystery of Chessboxin',Q2
MT0013923586,0,This Old Man,Q4
MT0013924254,0,A House in the Country,Q1
MT0013929650,1,I Wanna Be Like You (The Monkey Song),Q1
MT0013955066,1,Scarborough Fair,Q4
MT0013960578,1,Uncle Pen,Q1
MT0013979875,1,What's My Name,Q2
MT0014005525,0,Signs,Q1
MT0014082915,1,Twenty Four Hours a Day,Q1
MT0014116864,0,Camouflage & Murder,Q2
MT0014118699,1,You Always Hur the One You Love,Q3
MT0014121590,0,Preaching to the Converted,Q2
MT0014135173,0,Resurrection #9,Q2
MT0014209882,0,It*s Murda,Q2
MT0014215479,1,Love Kamikaze,Q4
MT0014439055,1,My Damnation,Q2
MT0014472963,0,Paranoid,Q2
MT0014498396,1,Be Thou Near to Me,Q4
MT0014553025,1,I Got a Woman,Q1
MT0014553172,1,And Now My Lifesong Sings,Q4
MT0014554353,1,Don't Cha,Q1
MT0014555701,1,Beep,Q1
MT0014581361,0,Among the Living,Q2
MT0014584319,1,Heart of Mine,Q4
MT0014584473,1,Mystery Train,Q3
MT0014586720,1,Take This Ring,Q1
MT0014594482,0,A.I.R.,Q2
MT0014612093,0,Friends,Q4
MT0014615863,0,Trill Recognize Trill,Q2
MT0014619583,1,Street Corner,Q1
MT0014624309,1,Forever More (I'll Be the One),Q4
MT0014650353,0,Africa Unite,Q4
MT0014650360,1,I Didn't Mean to Turn You On,Q1
MT0014664637,0,Fruitcakes,Q1
MT0014665667,1,Blue Christmas,Q3
MT0014665693,1,What Will I Tell My Heart,Q3
MT0014693814,1,House on the Lake,Q3
MT0014703649,0,Heartz of Men,Q2
MT0014724547,1,A New Kingdom,Q4
MT0014752461,1,When a Man Loves a Woman,Q4
MT0014756127,0,Proof,Q2
MT0014762437,0,Brooks Wuz Here,Q2
MT0014781093,1,I Got Stung,Q1
MT0014790813,1,Pop U,Q2
MT0014798420,0,Ain't Life Grand,Q3
MT0014804830,1,Now I Know,Q3
MT0014826870,1,So Many Ways,Q4
MT0014838459,0,Leader,Q2
MT0014845647,0,Gangree,Q2
MT0014859055,0,Nice Try Suicide Guy,Q2
MT0014880463,0,Touch It or Not,Q2
MT0014936205,1,There Goes My Baby,Q3
MT0014936656,1,Silver Bells,Q4
MT0014948707,0,I Run S***,Q2
MT0014953592,0,Life Be My Song,Q2
MT0014957211,0,Give 'Em What They Want,Q2
MT0014964772,0,We in Here,Q2
MT0014974957,0,Consfearacy,Q2
MT0014980594,0,Flesh Storm,Q2
MT0014992356,1,Candyman,Q1
MT0014997916,1,Slow Down,Q2
MT0015004867,0,American Werewolves in London,Q2
MT0015005100,1,Too Darn Hot,Q1
MT0015019608,0,Buried with Children,Q2
MT0015026273,0,From Victim to Killer,Q2
MT0015026293,1,O Christmas Tree (O Tannenbaum),Q4
MT0015028144,1,So Simple,Q1
MT0015032338,1,Once in Love with Amy,Q4
MT0015034564,1,Lying Through Your Teeth,Q2
MT0015139461,1,Drama,Q3
MT0015428521,1,I Got Rhythm,Q1
MT0015465230,1,I'm Through with Love,Q3
MT0015469804,0,It's Okay (One Blood),Q2
MT0015471594,1,We're Goin' to the Country!,Q4
MT0015477550,1,Only at Christmas Time,Q4
MT0015494518,0,Murder of a Teenage Life,Q2
MT0015506396,1,His Eyes,Q4
MT0015506741,1,I Will Be Here,Q4
MT0015511866,1,Lord of the Dance,Q1
MT0015541501,0,'A' Bomb in Wardour Street,Q2
MT0015546206,1,All Night Long,Q1
MT0015587436,0,Take Me,Q2
MT0015599764,1,Mama of Mine,Q3
MT0015665796,1,"I'm So Lonesome, I Could Cry",Q3
MT0015706588,1,I'm Satisfied,Q4
MT0015708437,0,Slidin' on That Oil,Q2
MT0015709701,1,Don't Go Breaking My Heart,Q4
MT0015715008,0,White's Ferry,Q3
MT0015760726,1,Not the World's Prettiest,Q4
MT0015883602,1,Weeds,Q3
MT0015889071,0,Washington Is Next!,Q2
MT0015929505,1,I've Got a Good Thing Going,Q3
MT0015940634,0,The Needle Lies,Q2
MT0015950558,0,Obese Lowlifes Restrung,Q2
MT0015962332,0,Pussyole (Old Skool),Q2
MT0015971175,0,Monsters Ball Restrung,Q2
MT0016469828,0,Sklylark,Q3
MT0016743722,0,Murkin Season,Q2
MT0016770768,1,Bron-Y-Aur Stomp,Q1
MT0016887233,1,Silent Night,Q4
MT0016897938,1,O Holy Night,Q4
MT0016913402,1,Dry Lips,Q3
MT0016915093,0,I'll Still Kill,Q2
MT0016918508,1,All of Me,Q1
MT0016932218,1,Santa Baby,Q4
MT0016933152,1,Good Hearted Woman,Q3
MT0016971741,1,Do It Well,Q1
MT0016976154,1,Yes' I Understand,Q3
MT0017031590,1,Beltane Walk,Q1
MT0017475710,1,Somethings,Q2
MT0017657810,1,Till the Morning,Q1
MT0017971951,1,Feedback,Q1
MT0018024152,1,Just Like You,Q1
MT0018029465,1,See You Again,Q1
MT0018031959,0,Life's What You Make It,Q1
MT0018044514,1,The Other Side of the World,Q3
MT0018288135,0,Cherry Kiss,Q2
MT0018376280,0,Satan Lied to Me,Q4
MT0018450519,1,Sex Education,Q1
MT0018651126,0,Skeleton,Q1
MT0018669856,0,Talons,Q2
MT0018793776,1,Rio [US Edit],Q1
MT0019352491,0,Fatima,Q4
MT0019766193,1,In a Modern World,Q3
MT0020009125,0,Don't Get Caught Slippin,Q2
MT0020034314,0,Reckoning,Q2
MT0026135542,1,I've Got You Under My Skin,Q1
MT0026236933,1,Save Me,Q3
MT0026330298,1,"Why'd You Do It, Baby?",Q3
MT0026378461,1,Circles and X's,Q3
MT0026414107,1,A Baby Changes Everything,Q4
MT0026520343,1,Ugly,Q2
MT0026607275,1,With U,Q4
MT0026624084,0,Supremist,Q2
MT0026681751,0,Catatonic,Q2
MT0026682960,1,Your Cheatin' Heart,Q3
MT0026697228,1,Love for Sale,Q3
MT0026712161,1,Forever My Lady,Q4
MT0026719173,0,Back to One,Q2
MT0026727455,1,Supa Hypnotic,Q1
MT0026734083,1,Sight for Sore Eyes,Q2
MT0026753145,1,Lose My Breath,Q1
MT0026753827,1,I Believe,Q1
MT0026776967,1,Me and Jesus,Q4
MT0026790435,1,I Like That,Q1
MT0026795261,1,She Suits Me to a Tee,Q1
MT0026811443,0,Tumbling Tumbleweeds,Q3
MT0026826094,1,Lonely,Q3
MT0026898936,0,Janie Is a Nazi,Q2
MT0026900439,1,8 Days of Christmas,Q1
MT0026903849,0,Survival of the Streets,Q2
MT0026905937,1,Faking Love,Q3
MT0026930415,1,The Wedding Cake Walk,Q1
MT0026933516,1,Beauty Is Only Skin Deep,Q1
MT0026963572,0,Lead Song,Q2
MT0026971941,1,Dreamland Express,Q4
MT0026972072,1,Sleepy Lagoon,Q4
MT0026985012,0,AmeriKKKa's Most Wanted,Q2
MT0026987140,0,Pistol Grip Pump,Q2
MT0026990793,0,"Run, Nigger",Q2
MT0026999750,1,Wrap Her Up,Q1
MT0027023212,1,My Kind of Girl,Q4
MT0027032503,0,Territory,Q2
MT0027053023,1,Perfect Gentleman,Q1
MT0027072382,1,Express Yourself,Q1
MT0027075208,0,Bad Omen,Q2
MT0027112893,1,When Smokey Sings,Q1
MT0027149420,1,Play,Q1
MT0027182657,1,Set You Free,Q3
MT0027317557,0,I Ain't With Being Broke,Q2
MT0027535695,1,Baby I'm Burnin',Q1
MT0027696140,1,Wifey Material,Q1
MT0027797339,1,Crazy,Q1
MT0027859587,1,Do You Remember,Q4
MT0027976714,1,Night and Day,Q4
MT0028081047,0,Black Metal,Q2
MT0028116568,1,Strangers in the Night,Q4
MT0028167155,0,Nailed to the Gun,Q2
MT0028172888,0,Mind Seduction,Q2
MT0028213435,0,Cranked up Really High,Q2
MT0028228337,1,One Foundation,Q4
MT0028241237,1,Like a Virgin,Q1
MT0028242839,1,High Society/You're Sensational,Q4
MT0028293340,0,Hope for Us All,Q4
MT0028335228,1,Love of My Life,Q4
MT0028338292,1,Heart of Steel,Q3
MT0028345470,0,Suicide Harlequin,Q2
MT0028348785,0,Straight to Hell,Q2
MT0028372740,1,Dirty Mind,Q1
MT0028374210,1,Lady Soul,Q4
MT0028405583,0,Rock Like That,Q2
MT0028425911,1,The Christmas Song,Q4
MT0028445777,0,Early Mornin',Q1
MT0028452849,1,Voodoo Lady,Q1
MT0028471202,0,Indians,Q2
MT0028498801,1,When a Man Loves a Woman,Q4
MT0028569169,1,Are You Teasing Me,Q4
MT0028577920,1,Charlie,Q3
MT0028587966,1,In the Garden,Q4
MT0028593700,0,I Refuse Limitation,Q3
MT0028603801,1,Mighty Love,Q1
MT0028609181,0,Book of Rules,Q4
MT0028615001,1,All for You,Q1
MT0028617657,1,Don't Rain on My Parade,Q1
MT0028617797,0,Sex. Murder. Art.,Q2
MT0028623145,0,The Plague,Q2
MT0028627699,1,I'll Be Doggone [Juke Box Single Version (Stereo)],Q1
MT0028691865,1,Goin' Away,Q3
MT0028694655,1,Cherry,Q4
MT0028698324,1,"Simple Man, Simple Dream",Q3
MT0028750297,0,Reptile,Q2
